id,total_proteins,majority_class,majority_class_count,purity_score,infilation
1294,6,structuralAssembly,6,1,1.4
1298,8,structuralAssembly,8,1,1.4
1299,3,recombinationReplication,3,1,1.4
1300,20,structuralAssembly,16,0.8,1.4
1303,5,structuralAssembly,5,1,1.4
1304,3,structuralAssembly,3,1,1.4
1307,7,structuralAssembly,7,1,1.4
1309,2,recombinationReplication,2,1,1.4
1312,4,recombinationReplication,4,1,1.4
1317,6,lysis,3,0.5,1.4
1318,4,recombinationReplication,4,1,1.4
1319,4,recombinationReplication,4,1,1.4
1322,9,structuralAssembly,9,1,1.4
1328,4,structuralAssembly,4,1,1.4
1334,3,structuralAssembly,3,1,1.4
1342,3,recombinationReplication,3,1,1.4
1345,3,recombinationReplication,2,0.666666667,1.4
1350,4,recombinationReplication,4,1,1.4
1351,4,recombinationReplication,4,1,1.4
1352,3,recombinationReplication,2,0.666666667,1.4
1354,3,lysis,2,0.666666667,1.4
1355,4,structuralAssembly,4,1,1.4
1356,2,structuralAssembly,2,1,1.4
1368,10,structuralAssembly,10,1,1.4
1388,7,structuralAssembly,7,1,1.4
1392,2,recombinationReplication,1,0.5,1.4
1409,6,lysogeny,5,0.833333333,1.4
1410,2,recombinationReplication,2,1,1.4
1412,2,lysogeny,1,0.5,1.4
1413,4,recombinationReplication,4,1,1.4
1414,2,lysogeny,1,0.5,1.4
1427,4,lysis,2,0.5,1.4
1445,3,recombinationReplication,2,0.666666667,1.4
1458,265,lysis,265,1,1.4
1459,950,recombinationReplication,950,1,1.4
1460,333,structuralAssembly,333,1,1.4
1461,28,structuralAssembly,28,1,1.4
1462,157,recombinationReplication,155,0.987261146,1.4
1463,132,lysis,131,0.992424242,1.4
1465,9,recombinationReplication,9,1,1.4
1466,42,lysogeny,42,1,1.4
1467,97,lysis,97,1,1.4
1468,115,structuralAssembly,115,1,1.4
1470,26,recombinationReplication,26,1,1.4
1472,114,structuralAssembly,114,1,1.4
1473,9,recombinationReplication,9,1,1.4
1474,43,structuralAssembly,43,1,1.4
1477,47,structuralAssembly,47,1,1.4
1478,3,structuralAssembly,3,1,1.4
1480,5,recombinationReplication,5,1,1.4
1481,45,structuralAssembly,45,1,1.4
1482,6,recombinationReplication,6,1,1.4
1483,2,recombinationReplication,2,1,1.4
1485,48,structuralAssembly,30,0.625,1.4
1486,44,structuralAssembly,44,1,1.4
1488,5,recombinationReplication,5,1,1.4
1489,32,structuralAssembly,31,0.96875,1.4
1491,2,recombinationReplication,2,1,1.4
1492,34,recombinationReplication,28,0.823529412,1.4
1494,4,structuralAssembly,4,1,1.4
1495,48,structuralAssembly,48,1,1.4
1498,68,structuralAssembly,68,1,1.4
1505,34,lysis,34,1,1.4
1508,14,lysogeny,10,0.714285714,1.4
1510,29,lysogeny,29,1,1.4
1513,9,recombinationReplication,9,1,1.4
1515,25,structuralAssembly,24,0.96,1.4
1516,39,structuralAssembly,39,1,1.4
1519,19,structuralAssembly,19,1,1.4
1520,8,recombinationReplication,7,0.875,1.4
1521,5,lysogeny,5,1,1.4
1523,31,recombinationReplication,16,0.516129032,1.4
1529,47,structuralAssembly,47,1,1.4
1532,10,lysis,10,1,1.4
1539,6,recombinationReplication,6,1,1.4
1540,12,recombinationReplication,12,1,1.4
1542,27,recombinationReplication,17,0.62962963,1.4
1545,3,lysogeny,3,1,1.4
1549,5,recombinationReplication,5,1,1.4
1551,22,structuralAssembly,22,1,1.4
1554,5,lysis,5,1,1.4
1559,3,recombinationReplication,3,1,1.4
1562,7,recombinationReplication,4,0.571428571,1.4
1563,23,structuralAssembly,23,1,1.4
1570,2,recombinationReplication,2,1,1.4
1572,9,lysogeny,9,1,1.4
1576,13,recombinationReplication,13,1,1.4
1577,7,structuralAssembly,4,0.571428571,1.4
1578,2,structuralAssembly,2,1,1.4
1582,6,structuralAssembly,6,1,1.4
1590,9,recombinationReplication,9,1,1.4
1593,6,recombinationReplication,6,1,1.4
1600,2,recombinationReplication,2,1,1.4
1608,10,lysogeny,10,1,1.4
1610,4,recombinationReplication,4,1,1.4
1611,2,structuralAssembly,2,1,1.4
1615,4,recombinationReplication,4,1,1.4
1616,2,recombinationReplication,2,1,1.4
1618,5,lysogeny,5,1,1.4
1620,5,recombinationReplication,5,1,1.4
1621,3,recombinationReplication,3,1,1.4
1626,3,recombinationReplication,3,1,1.4
1633,2,recombinationReplication,2,1,1.4
1648,2,recombinationReplication,2,1,1.4
1659,3,structuralAssembly,3,1,1.4
1661,2,structuralAssembly,2,1,1.4
1673,2,recombinationReplication,2,1,1.4
1674,3,lysogeny,3,1,1.4
1686,5,lysis,5,1,1.4
1691,3,lysis,2,0.666666667,1.4
1692,3,lysogeny,2,0.666666667,1.4
1693,8,structuralAssembly,8,1,1.4
1697,4,lysogeny,3,0.75,1.4
1698,5,recombinationReplication,4,0.8,1.4
1701,3,lysogeny,2,0.666666667,1.4
1705,2,recombinationReplication,2,1,1.4
1711,2,lysogeny,2,1,1.4
1714,3,recombinationReplication,2,0.666666667,1.4
1720,3,recombinationReplication,3,1,1.4
1724,3,recombinationReplication,3,1,1.4
1725,6,structuralAssembly,6,1,1.4
1729,2,recombinationReplication,2,1,1.4
1749,2,structuralAssembly,2,1,1.4
1750,2,recombinationReplication,2,1,1.4
1754,4,lysis,4,1,1.4
1756,3,structuralAssembly,2,0.666666667,1.4
1758,4,structuralAssembly,4,1,1.4
1768,2,structuralAssembly,2,1,1.4
1769,4,structuralAssembly,4,1,1.4
1779,2,recombinationReplication,2,1,1.4
1791,3,recombinationReplication,2,0.666666667,1.4
1796,5,structuralAssembly,5,1,1.4
1798,2,lysis,2,1,1.4
1805,2,lysis,1,0.5,1.4
1812,2,lysogeny,2,1,1.4
1850,1146,structuralAssembly,1143,0.997382199,1.4
1851,482,structuralAssembly,482,1,1.4
1852,329,structuralAssembly,329,1,1.4
1853,321,recombinationReplication,321,1,1.4
1854,358,structuralAssembly,358,1,1.4
1855,242,structuralAssembly,242,1,1.4
1856,193,recombinationReplication,193,1,1.4
1858,77,recombinationReplication,71,0.922077922,1.4
1860,142,recombinationReplication,142,1,1.4
1861,20,recombinationReplication,20,1,1.4
1862,198,lysogeny,191,0.964646465,1.4
1863,97,structuralAssembly,97,1,1.4
1864,2,recombinationReplication,2,1,1.4
1865,2,recombinationReplication,2,1,1.4
1866,16,recombinationReplication,16,1,1.4
1867,109,lysis,108,0.990825688,1.4
1868,8,structuralAssembly,8,1,1.4
1869,79,structuralAssembly,53,0.670886076,1.4
1871,6,recombinationReplication,6,1,1.4
1873,92,structuralAssembly,53,0.576086957,1.4
1874,18,recombinationReplication,18,1,1.4
1876,21,recombinationReplication,21,1,1.4
1877,17,recombinationReplication,17,1,1.4
1878,106,structuralAssembly,106,1,1.4
1879,14,lysogeny,10,0.714285714,1.4
1881,96,structuralAssembly,96,1,1.4
1887,5,recombinationReplication,5,1,1.4
1888,55,lysis,52,0.945454545,1.4
1890,3,lysis,2,0.666666667,1.4
1895,46,recombinationReplication,39,0.847826087,1.4
1903,18,structuralAssembly,18,1,1.4
1904,16,recombinationReplication,16,1,1.4
1905,6,recombinationReplication,6,1,1.4
1907,7,recombinationReplication,7,1,1.4
1908,24,lysogeny,18,0.75,1.4
1912,7,recombinationReplication,7,1,1.4
1918,33,recombinationReplication,33,1,1.4
1919,13,structuralAssembly,13,1,1.4
1922,18,structuralAssembly,14,0.777777778,1.4
1923,9,lysis,7,0.777777778,1.4
1929,25,lysogeny,14,0.56,1.4
1932,38,structuralAssembly,38,1,1.4
1937,5,recombinationReplication,5,1,1.4
1938,10,structuralAssembly,10,1,1.4
1939,11,structuralAssembly,11,1,1.4
1943,5,recombinationReplication,5,1,1.4
1944,11,structuralAssembly,11,1,1.4
1945,22,structuralAssembly,22,1,1.4
1947,24,recombinationReplication,24,1,1.4
1948,13,structuralAssembly,13,1,1.4
1949,7,recombinationReplication,7,1,1.4
1951,8,structuralAssembly,8,1,1.4
1953,7,recombinationReplication,7,1,1.4
1960,20,lysis,20,1,1.4
1961,3,lysogeny,3,1,1.4
1964,7,structuralAssembly,7,1,1.4
1965,11,recombinationReplication,11,1,1.4
1966,5,structuralAssembly,5,1,1.4
1969,9,structuralAssembly,9,1,1.4
1970,4,lysis,4,1,1.4
1977,2,recombinationReplication,2,1,1.4
1980,7,recombinationReplication,7,1,1.4
1981,11,recombinationReplication,11,1,1.4
1983,4,recombinationReplication,4,1,1.4
1988,9,structuralAssembly,9,1,1.4
1992,2,lysis,2,1,1.4
1993,6,lysogeny,6,1,1.4
1997,12,recombinationReplication,12,1,1.4
1998,10,structuralAssembly,10,1,1.4
2003,10,structuralAssembly,10,1,1.4
2005,4,recombinationReplication,4,1,1.4
2009,7,recombinationReplication,6,0.857142857,1.4
2010,9,structuralAssembly,9,1,1.4
2016,15,recombinationReplication,15,1,1.4
2026,8,lysis,8,1,1.4
2031,5,recombinationReplication,5,1,1.4
2032,12,recombinationReplication,12,1,1.4
2033,2,structuralAssembly,2,1,1.4
2035,7,lysis,7,1,1.4
2038,4,structuralAssembly,4,1,1.4
2040,3,lysis,3,1,1.4
2042,8,lysis,8,1,1.4
2044,2,structuralAssembly,2,1,1.4
2053,8,recombinationReplication,8,1,1.4
2057,3,structuralAssembly,3,1,1.4
2058,5,structuralAssembly,5,1,1.4
2059,12,structuralAssembly,12,1,1.4
2069,8,recombinationReplication,4,0.5,1.4
2072,4,recombinationReplication,4,1,1.4
2076,3,recombinationReplication,3,1,1.4
2080,3,structuralAssembly,3,1,1.4
2086,6,lysogeny,6,1,1.4
2092,7,recombinationReplication,7,1,1.4
2096,2,recombinationReplication,2,1,1.4
2101,6,recombinationReplication,6,1,1.4
2110,2,structuralAssembly,2,1,1.4
2117,5,recombinationReplication,5,1,1.4
2118,5,structuralAssembly,5,1,1.4
2121,6,structuralAssembly,6,1,1.4
2125,2,recombinationReplication,2,1,1.4
2139,4,lysis,4,1,1.4
2150,9,structuralAssembly,9,1,1.4
2164,3,lysogeny,3,1,1.4
2169,4,structuralAssembly,4,1,1.4
2172,2,lysogeny,2,1,1.4
2173,2,lysogeny,2,1,1.4
2195,8,lysogeny,8,1,1.4
2198,2,lysogeny,2,1,1.4
2200,2,lysogeny,1,0.5,1.4
2203,2,lysogeny,2,1,1.4
2207,2,recombinationReplication,2,1,1.4
2226,5,recombinationReplication,5,1,1.4
2230,3,lysogeny,1,0.333333333,1.4
2239,2,structuralAssembly,2,1,1.4
2240,2,lysis,1,0.5,1.4
2270,2,recombinationReplication,2,1,1.4
2290,2,structuralAssembly,2,1,1.4
2291,2,structuralAssembly,2,1,1.4
2304,4,structuralAssembly,4,1,1.4
2309,2,recombinationReplication,2,1,1.4
2315,3,structuralAssembly,3,1,1.4
2332,2,recombinationReplication,2,1,1.4
2357,5,lysogeny,4,0.8,1.4
2387,2,recombinationReplication,2,1,1.4
2397,2,recombinationReplication,2,1,1.4
2406,2,recombinationReplication,2,1,1.4
2415,780,structuralAssembly,780,1,1.4
2416,5,lysis,3,0.6,1.4
2417,179,structuralAssembly,179,1,1.4
2418,108,structuralAssembly,108,1,1.4
2419,140,structuralAssembly,140,1,1.4
2420,34,recombinationReplication,32,0.941176471,1.4
2421,15,recombinationReplication,15,1,1.4
2422,23,lysogeny,23,1,1.4
2423,101,lysogeny,85,0.841584158,1.4
2424,47,structuralAssembly,47,1,1.4
2425,45,structuralAssembly,45,1,1.4
2426,71,lysogeny,67,0.943661972,1.4
2428,128,recombinationReplication,128,1,1.4
2431,39,structuralAssembly,39,1,1.4
2433,51,lysis,44,0.862745098,1.4
2437,22,recombinationReplication,22,1,1.4
2438,2,recombinationReplication,2,1,1.4
2444,18,recombinationReplication,18,1,1.4
2446,6,recombinationReplication,6,1,1.4
2447,27,recombinationReplication,25,0.925925926,1.4
2449,4,recombinationReplication,3,0.75,1.4
2455,47,structuralAssembly,47,1,1.4
2456,4,recombinationReplication,4,1,1.4
2458,29,structuralAssembly,29,1,1.4
2462,19,lysis,19,1,1.4
2463,13,lysogeny,13,1,1.4
2465,4,lysogeny,4,1,1.4
2474,13,recombinationReplication,13,1,1.4
2475,11,recombinationReplication,11,1,1.4
2480,10,recombinationReplication,10,1,1.4
2481,12,recombinationReplication,12,1,1.4
2484,9,structuralAssembly,9,1,1.4
2485,12,recombinationReplication,9,0.75,1.4
2489,16,lysis,16,1,1.4
2491,15,structuralAssembly,15,1,1.4
2494,11,structuralAssembly,11,1,1.4
2504,9,structuralAssembly,9,1,1.4
2506,10,recombinationReplication,10,1,1.4
2510,2,recombinationReplication,2,1,1.4
2516,22,structuralAssembly,22,1,1.4
2518,15,lysogeny,15,1,1.4
2521,4,recombinationReplication,4,1,1.4
2524,4,structuralAssembly,4,1,1.4
2529,12,lysis,6,0.5,1.4
2536,16,structuralAssembly,16,1,1.4
2541,8,lysogeny,8,1,1.4
2547,3,recombinationReplication,3,1,1.4
2551,5,recombinationReplication,5,1,1.4
2552,14,structuralAssembly,14,1,1.4
2553,11,lysis,11,1,1.4
2554,11,recombinationReplication,11,1,1.4
2556,12,structuralAssembly,12,1,1.4
2560,2,recombinationReplication,2,1,1.4
2561,2,structuralAssembly,2,1,1.4
2563,8,lysogeny,8,1,1.4
2568,3,recombinationReplication,3,1,1.4
2572,5,structuralAssembly,5,1,1.4
2575,5,lysogeny,5,1,1.4
2581,6,lysogeny,4,0.666666667,1.4
2586,5,structuralAssembly,5,1,1.4
2595,2,structuralAssembly,2,1,1.4
2598,5,lysogeny,4,0.8,1.4
2599,8,lysis,8,1,1.4
2601,2,structuralAssembly,2,1,1.4
2602,2,recombinationReplication,2,1,1.4
2603,3,structuralAssembly,3,1,1.4
2604,2,recombinationReplication,2,1,1.4
2607,12,recombinationReplication,12,1,1.4
2609,4,structuralAssembly,4,1,1.4
2610,2,recombinationReplication,2,1,1.4
2612,2,lysis,2,1,1.4
2618,8,structuralAssembly,8,1,1.4
2619,4,lysis,4,1,1.4
2628,3,structuralAssembly,3,1,1.4
2632,5,structuralAssembly,4,0.8,1.4
2636,8,structuralAssembly,8,1,1.4
2637,2,recombinationReplication,2,1,1.4
2639,2,recombinationReplication,2,1,1.4
2645,4,lysogeny,4,1,1.4
2653,3,lysis,3,1,1.4
2654,6,recombinationReplication,6,1,1.4
2656,16,lysogeny,12,0.75,1.4
2661,9,structuralAssembly,9,1,1.4
2669,9,recombinationReplication,9,1,1.4
2677,2,structuralAssembly,2,1,1.4
2685,3,structuralAssembly,3,1,1.4
2692,2,recombinationReplication,2,1,1.4
2695,6,structuralAssembly,6,1,1.4
2699,7,lysis,7,1,1.4
2701,6,lysogeny,3,0.5,1.4
2702,5,lysogeny,3,0.6,1.4
2706,2,recombinationReplication,2,1,1.4
2707,2,lysis,2,1,1.4
2717,4,lysis,4,1,1.4
2720,3,structuralAssembly,3,1,1.4
2731,2,recombinationReplication,2,1,1.4
2735,4,lysis,4,1,1.4
2740,2,structuralAssembly,2,1,1.4
2755,2,recombinationReplication,2,1,1.4
2756,4,structuralAssembly,4,1,1.4
2764,2,structuralAssembly,2,1,1.4
2792,2,recombinationReplication,2,1,1.4
2797,2,recombinationReplication,2,1,1.4
2805,2,structuralAssembly,2,1,1.4
2809,2,recombinationReplication,2,1,1.4
2810,2,structuralAssembly,2,1,1.4
2827,2,lysis,2,1,1.4
2835,2,structuralAssembly,2,1,1.4
2851,2,lysis,1,0.5,1.4
2853,2,recombinationReplication,2,1,1.4
2872,3,structuralAssembly,2,0.666666667,1.4
2876,2,lysis,2,1,1.4
2877,2,recombinationReplication,2,1,1.4
2880,2,recombinationReplication,2,1,1.4
2889,3,structuralAssembly,2,0.666666667,1.4
2890,3,lysis,2,0.666666667,1.4
2903,3,structuralAssembly,3,1,1.4
2917,3,recombinationReplication,3,1,1.4
3016,2,recombinationReplication,2,1,1.4
3041,2,recombinationReplication,2,1,1.4
3042,33,structuralAssembly,33,1,1.4
3043,2,structuralAssembly,2,1,1.4
3046,2,structuralAssembly,2,1,1.4
3048,35,structuralAssembly,35,1,1.4
3050,17,structuralAssembly,17,1,1.4
3052,5,structuralAssembly,5,1,1.4
3055,7,structuralAssembly,7,1,1.4
3058,4,recombinationReplication,4,1,1.4
3061,17,recombinationReplication,17,1,1.4
3062,46,recombinationReplication,46,1,1.4
3064,2,recombinationReplication,2,1,1.4
3065,18,structuralAssembly,18,1,1.4
3071,15,structuralAssembly,15,1,1.4
3073,6,structuralAssembly,6,1,1.4
3076,4,lysis,3,0.75,1.4
3078,5,lysogeny,5,1,1.4
3079,18,structuralAssembly,18,1,1.4
3084,10,structuralAssembly,10,1,1.4
3089,15,structuralAssembly,15,1,1.4
3094,11,structuralAssembly,11,1,1.4
3097,18,structuralAssembly,18,1,1.4
3103,4,recombinationReplication,4,1,1.4
3107,2,recombinationReplication,2,1,1.4
3109,8,structuralAssembly,8,1,1.4
3116,3,structuralAssembly,3,1,1.4
3118,2,structuralAssembly,2,1,1.4
3119,13,structuralAssembly,13,1,1.4
3128,8,lysogeny,8,1,1.4
3133,8,recombinationReplication,8,1,1.4
3135,18,structuralAssembly,18,1,1.4
3138,11,structuralAssembly,11,1,1.4
3149,6,structuralAssembly,6,1,1.4
3150,2,structuralAssembly,2,1,1.4
3163,5,structuralAssembly,5,1,1.4
3169,8,structuralAssembly,8,1,1.4
3171,4,structuralAssembly,4,1,1.4
3173,2,lysogeny,1,0.5,1.4
3177,5,structuralAssembly,5,1,1.4
3192,2,recombinationReplication,2,1,1.4
3193,5,recombinationReplication,5,1,1.4
3196,9,lysogeny,5,0.555555556,1.4
3199,2,structuralAssembly,2,1,1.4
3200,2,structuralAssembly,2,1,1.4
3201,5,lysogeny,5,1,1.4
3209,11,structuralAssembly,11,1,1.4
3210,5,recombinationReplication,4,0.8,1.4
3211,4,lysis,4,1,1.4
3212,2,recombinationReplication,2,1,1.4
3221,11,recombinationReplication,11,1,1.4
3225,12,structuralAssembly,12,1,1.4
3236,4,structuralAssembly,4,1,1.4
3237,3,structuralAssembly,3,1,1.4
3239,2,lysogeny,2,1,1.4
3241,2,lysis,2,1,1.4
3246,2,recombinationReplication,2,1,1.4
3247,2,structuralAssembly,2,1,1.4
3251,5,lysis,5,1,1.4
3254,8,structuralAssembly,8,1,1.4
3258,3,lysogeny,3,1,1.4
3259,4,recombinationReplication,4,1,1.4
3260,81,recombinationReplication,81,1,1.4
3263,6,structuralAssembly,6,1,1.4
3275,2,recombinationReplication,2,1,1.4
3283,8,structuralAssembly,8,1,1.4
3286,3,structuralAssembly,3,1,1.4
3292,7,lysis,7,1,1.4
3298,3,structuralAssembly,3,1,1.4
3307,2,recombinationReplication,2,1,1.4
3318,5,lysogeny,4,0.8,1.4
3323,8,lysogeny,8,1,1.4
3331,4,structuralAssembly,4,1,1.4
3345,2,recombinationReplication,2,1,1.4
3351,4,structuralAssembly,4,1,1.4
3361,2,recombinationReplication,2,1,1.4
3365,2,lysogeny,2,1,1.4
3376,4,structuralAssembly,4,1,1.4
3389,3,structuralAssembly,3,1,1.4
3390,2,recombinationReplication,2,1,1.4
3391,3,lysogeny,2,0.666666667,1.4
3408,2,recombinationReplication,2,1,1.4
3427,3,structuralAssembly,3,1,1.4
3438,2,lysogeny,1,0.5,1.4
3441,3,recombinationReplication,3,1,1.4
3449,7,recombinationReplication,7,1,1.4
3471,2,structuralAssembly,2,1,1.4
3473,2,structuralAssembly,2,1,1.4
3488,3,structuralAssembly,3,1,1.4
3491,2,recombinationReplication,2,1,1.4
3501,2,recombinationReplication,2,1,1.4
3516,2,structuralAssembly,2,1,1.4
3517,2,lysogeny,1,0.5,1.4
3525,3,structuralAssembly,3,1,1.4
3530,2,recombinationReplication,2,1,1.4
3544,2,structuralAssembly,2,1,1.4
3546,3,structuralAssembly,3,1,1.4
3558,2,structuralAssembly,2,1,1.4
3577,3,structuralAssembly,3,1,1.4
3690,2,recombinationReplication,1,0.5,1.4
3702,2,recombinationReplication,2,1,1.4
3704,2,lysogeny,2,1,1.4
3729,2,structuralAssembly,2,1,1.4
3757,57,lysis,57,1,1.4
3758,86,structuralAssembly,86,1,1.4
3760,26,structuralAssembly,26,1,1.4
3761,33,lysis,33,1,1.4
3768,18,recombinationReplication,18,1,1.4
3769,29,structuralAssembly,29,1,1.4
3773,20,structuralAssembly,20,1,1.4
3776,3,structuralAssembly,3,1,1.4
3778,3,lysogeny,3,1,1.4
3781,35,structuralAssembly,35,1,1.4
3782,20,lysis,20,1,1.4
3783,17,structuralAssembly,17,1,1.4
3786,29,structuralAssembly,29,1,1.4
3788,34,structuralAssembly,34,1,1.4
3789,13,structuralAssembly,13,1,1.4
3794,4,structuralAssembly,4,1,1.4
3799,5,lysogeny,5,1,1.4
3807,6,recombinationReplication,6,1,1.4
3809,11,structuralAssembly,11,1,1.4
3818,10,recombinationReplication,10,1,1.4
